mrun;cod_nivel;rbd;cod_curso;preferencia_postulante;agregada_por_continuidad;prioridad_matriculado;prioridad_hermano;prioridad_hijo_funcionario;prioridad_exalumno;loteria_original
19238715;1;13504;11100033;5;0;0;0;0;0;37
19238715;1;13552;11100033;9;0;0;0;0;0;26
19238715;1;13557;11100033;7;0;0;0;0;0;5
19238715;1;40298;11100031;2;0;0;0;0;0;6
19238715;1;40298;11100032;1;0;0;0;0;0;75
19241108;0;946;50100031;1;0;0;1;0;0;4
19241108;0;947;50100031;2;1;1;0;0;0; 
19241921;-1;618;40100033;1;0;0;0;0;0;10
19241921;-1;11144;40100032;2;0;0;0;0;0;11
19241921;-1;40298;40100031;3;0;0;1;0;0;22
19244420;1;2566;11100033;2;0;0;0;0;0;1
19244420;1;15501;11100032;1;0;0;0;0;0;9
19245483;-1;2171;40100031;2;0;0;0;0;0;5
19245483;-1;15662;40100032;1;0;0;0;0;0;8
19245483;-1;15676;40100033;3;0;0;0;0;0;3
19258638;-1;13342;40100032;2;0;0;0;0;0;12
19258638;-1;13621;40100031;1;0;0;0;0;0;28
19259760;-1;7774;40100033;2;0;0;0;0;0;2
19259760;-1;22649;40100031;1;0;0;0;0;0;5
19260203;1;620;11100031;2;0;0;0;0;0;12
19260203;1;40208;11100033;1;0;0;0;0;0;10
19262728;0;13637;50100031;1;0;0;0;0;0;21
19262728;0;40298;50100031;2;0;0;0;0;0;4
19264458;1;12579;11100033;2;0;0;0;0;0;11
19264458;1;40043;11100032;1;0;0;0;0;0;8
19264799;-1;126;40100033;3;0;0;1;0;0;6
19264799;-1;12602;40100033;1;0;0;0;0;0;38
19264799;-1;40422;40100033;2;0;0;0;0;0;16
19269268;-1;847;40100033;1;0;0;0;0;0;32
19269268;-1;1087;40100033;2;0;0;0;0;0;4
19270797;-1;2518;40100033;3;0;0;0;0;0;5
19270797;-1;2519;40100033;1;0;0;0;0;0;2
19270797;-1;2521;40100033;2;0;0;0;0;0;2
19270904;7;12652;71100031;2;0;0;0;0;0;25
19270904;7;12686;71100033;3;0;0;0;0;0;19
19270904;7;12693;71100033;1;0;0;0;0;0;9
19271280;-1;7631;40100032;1;0;0;1;0;0;27
19271280;-1;7639;40100032;2;0;0;0;0;0;36
19271280;-1;7647;40100033;3;0;0;0;0;0;5
19271600;0;2264;50100031;4;0;0;0;0;0;2
19271600;0;2266;50100031;3;0;0;0;0;0;1
19271600;0;2279;50100031;2;0;0;0;0;0;4
19271600;0;20489;50100031;1;0;0;0;0;0;1
19280116;-1;10905;40100033;1;0;0;0;0;0;1
19280116;-1;12550;40100031;2;0;0;0;0;0;1
19280915;-1;15593;40100032;1;0;0;0;0;0;36
19280915;-1;15811;40100031;2;0;0;0;0;0;28
19281387;-1;2308;40100032;1;0;0;0;0;0;2
19281387;-1;15614;40100031;2;0;0;0;0;0;1
19284463;1;2456;11100033;2;0;0;0;0;0;4
19284463;1;2457;11100031;1;0;0;0;0;0;24
19284463;1;2458;11100033;4;0;0;0;0;0;30
19284463;1;2461;11100033;3;0;0;0;0;0;6
19285117;0;521;50100033;5;0;0;0;0;0;1
19285117;0;13529;50100031;4;0;0;0;0;0;1
19285117;0;13632;50100031;1;0;0;0;0;0;1
19285117;0;40298;50100031;2;0;0;0;0;0;1
19285117;0;40298;50100032;3;0;0;0;0;0;5
19292613;-1;2457;40100031;3;0;0;0;0;0;18
19292613;-1;15593;40100032;1;0;0;0;0;0;24
19292613;-1;15811;40100031;2;0;0;0;0;0;37
19297911;-1;2286;40100031;1;0;0;0;0;0;3
19297911;-1;2286;40100032;2;0;0;0;0;0;2
19297911;-1;15724;40100031;3;0;0;0;0;0;1
19297911;-1;15724;40100032;4;0;0;0;0;0;2
19306902;7;7650;71100033;1;0;0;0;0;0;5
19306902;7;7714;71100033;2;0;0;0;0;1;1
19309272;0;123;50100031;2;0;0;0;0;0;11
19309272;0;126;50100033;1;0;0;0;0;0;7
19312819;1;2116;11100031;2;0;0;0;0;0;16
19312819;1;2153;11100031;1;0;0;0;0;0;5
19323210;-1;8004;40100032;2;0;0;1;0;0;15
19323210;-1;22173;40100031;1;0;0;0;0;0;7
19333261;0;615;50100033;2;0;0;0;0;0;4
19333261;0;630;50100031;1;0;0;0;0;0;3
19335382;-1;13474;40100033;1;0;0;0;0;0;15
19335382;-1;13475;40100032;2;0;0;0;0;0;15
19336321;7;8004;71100033;1;0;0;0;0;0;6
19336321;7;8005;71100033;2;0;0;0;0;0;7
19336321;7;22535;71100033;3;1;1;0;0;0; 
19336531;0;2151;50100031;2;0;0;0;0;0;14
19336531;0;2174;50100031;1;0;0;0;0;0;12
19336531;0;2183;50100031;3;0;0;0;0;0;5
19336717;-1;721;40100032;1;0;0;0;0;0;2
19336717;-1;13538;40100032;2;0;0;0;0;0;107
19347575;0;612;50100033;4;1;1;0;0;0; 
19347575;0;13463;50100031;1;0;0;0;0;0;20
19347575;0;13475;50100031;2;0;0;0;0;0;12
19347575;0;13586;50100032;3;0;0;0;0;0;19
19354373;1;647;11100032;2;0;0;0;0;0;2
19354373;1;13593;11100033;1;0;0;0;0;0;7
19359755;-1;2232;40100031;1;0;0;0;0;0;6
19359755;-1;40310;40100032;2;0;0;0;0;0;17
19366947;1;7659;11100033;3;0;0;0;0;0;6
19366947;1;22418;11100033;2;0;0;0;0;0;10
19366947;1;22702;11100033;1;0;0;0;0;0;2
19371773;1;8435;11100033;2;0;1;0;0;1;6
19371773;1;8437;11100033;1;0;0;1;0;0;4
19373640;1;2286;11100033;1;0;0;1;0;0;12
19373640;1;2289;11100033;2;0;0;0;0;0;4
19375920;1;2330;11100033;1;0;0;0;0;0;37
19375920;1;15596;11100033;2;0;0;0;0;0;4
19375920;1;15832;11100033;3;0;0;0;0;0;14
19377842;1;2423;11100031;2;0;0;0;0;0;1
19377842;1;2426;11100033;3;1;1;0;0;0; 
19377842;1;40371;11100033;1;0;0;0;0;0;3
19379714;-1;13331;40100031;1;0;0;0;0;0;13
19379714;-1;13612;40100032;2;0;0;0;0;0;6
19381321;9;8206;13100033;2;0;0;0;0;0;5
19381321;9;12192;13100033;1;0;0;0;0;0;19
19381967;1;12715;11100033;2;0;0;0;0;0;37
19381967;1;12726;11100033;1;0;0;0;0;0;44
19382852;1;8415;11100033;1;0;0;0;0;0;5
19382852;1;8417;11100033;2;0;0;0;0;0;2
19386530;-1;11265;40100032;2;0;0;0;0;0;1
19386530;-1;15750;40100032;1;0;0;0;0;0;5
19389934;9;7626;13100033;2;0;0;0;0;0;110
19389934;9;7720;13100033;1;0;0;0;0;0;4
19390117;-1;7724;40100031;1;0;0;0;0;0;1
19392950;-1;7637;40100031;1;0;0;0;0;0;11
19392950;-1;22609;40100031;2;0;0;0;0;0;10
19396207;0;1077;50100033;1;0;0;0;0;0;1
19396207;0;1087;50100033;2;0;0;0;0;0;1
19396363;0;13457;50100031;1;0;0;0;0;0;35
19396363;0;13532;50100031;3;0;0;0;0;0;10
19396363;0;13538;50100031;2;0;0;0;0;0;67
19396613;1;521;11100033;2;0;0;0;0;0;35
19396613;1;535;11100033;3;0;0;0;0;0;44
19396613;1;13587;11100033;1;0;0;0;0;0;8
19400377;0;2286;50100031;1;0;0;1;0;0;9
19400377;0;2294;50100031;3;1;1;0;0;0; 
19400377;0;2301;50100031;2;0;0;0;0;0;1
19400909;9;613;13100031;3;0;0;0;0;0;6
19400909;9;646;13100033;4;0;0;0;0;0;12
19400909;9;11139;13100033;1;0;0;0;0;0;1
19400909;9;13626;13100033;5;0;0;0;0;0;2
19400909;9;40064;13100033;2;0;0;0;0;0;2
19400997;1;125;11100033;2;0;0;0;0;0;41
19400997;1;126;11100033;1;0;0;0;0;0;28
19402919;1;2116;11100031;1;0;0;0;1;0;10
19402919;1;15643;11100031;2;0;0;0;0;0;5
19408892;7;522;71100013;2;0;0;0;0;0;2
19408892;7;530;71100033;1;0;0;0;0;0;2
19408892;7;602;71100033;3;1;1;0;0;0; 
19409091;1;8005;11100033;2;0;0;0;0;0;7
19409091;1;22065;11100033;1;0;0;0;0;0;3
19411168;9;2134;13100033;2;0;0;0;0;0;10
19411168;9;15646;13100033;1;0;0;0;0;1;85
19412639;-1;7332;40100033;2;0;0;0;0;0;3
19412639;-1;7343;40100032;1;0;0;0;0;0;9
19421851;10;8425;23100033;2;0;0;0;0;0;3
19421851;10;8457;23100013;3;1;1;0;0;0; 
19421851;10;24316;23100033;1;0;0;0;0;0;4
19422162;9;7772;13100033;1;0;0;0;0;0;17
19422162;9;7776;13100033;2;0;0;0;0;0;6
19422420;-1;847;40100033;1;0;0;0;0;0;31
19422420;-1;852;40100031;2;0;0;0;0;0;28
19425038;9;13352;13100033;1;0;0;0;0;0;2
19425284;0;7397;50100031;1;0;0;0;0;1;1
19425284;0;7405;50100031;2;0;0;0;0;0;12
19425284;0;16766;50100031;3;0;0;0;0;0;3
19425284;0;22255;50100031;4;0;0;0;0;0;4
19425454;9;129;13100031;4;0;0;0;0;0;22
19425454;9;131;13100031;1;0;0;0;0;0;18
19425454;9;144;13100031;3;0;0;0;0;0;15
19425454;9;12591;13100033;2;0;0;0;0;0;21
19427067;-1;8437;40100033;1;0;0;0;0;0;7
19427067;-1;8448;40100033;2;0;0;0;0;0;5
19428135;-1;15593;40100032;1;0;0;1;0;0;25
19428135;-1;15811;40100031;2;0;0;0;0;0;16
19428915;-1;616;40100033;3;0;0;0;0;0;14
19428915;-1;13331;40100031;1;0;0;0;0;0;3
19428915;-1;13331;40100032;2;0;0;0;0;0;17
19428915;-1;13539;40100031;4;0;0;0;0;0;9
19432230;7;522;71100013;1;0;0;0;0;0;1
19432230;7;528;71100013;2;0;0;0;0;0;1
19432230;7;13344;71100033;4;0;0;0;0;0;5
19432230;7;13376;71100033;3;0;0;0;0;0;1
19434627;-1;2374;40100031;1;0;0;0;0;0;3
19435836;1;8161;11100033;2;1;1;0;0;0; 
19435836;1;22325;11100033;1;0;0;0;0;0;1
19436640;-1;7343;40100032;1;0;0;0;0;0;48
19436640;-1;7352;40100033;2;0;0;0;0;0;10
19436640;-1;7412;40100033;3;0;0;0;0;0;6
19436640;-1;22628;40100031;4;0;0;0;0;0;17
19436640;-1;22628;40100032;5;0;0;0;0;0;4
19437339;-1;13303;40100031;2;0;0;0;0;0;1
19437339;-1;40059;40100032;1;0;0;0;0;0;6
19437910;-1;24313;40100032;2;0;0;0;0;0;27
19437910;-1;24334;40100031;1;0;0;0;0;0;2
19441828;0;112;50100032;3;0;0;0;0;0;1
19441828;0;114;50100031;2;0;0;0;0;0;12
19441828;0;12553;50100033;4;1;1;0;0;0; 
19441828;0;12593;50100031;1;0;0;0;0;0;24
19442774;-1;7631;40100032;1;0;0;0;0;0;6
19442774;-1;7639;40100032;2;0;0;0;0;0;16
19442964;9;7628;13100013;2;0;0;0;0;0;54
19442964;9;7720;13100033;7;0;0;0;0;0;17
19442964;9;7724;13100033;1;0;0;0;0;0;10
19442964;9;7956;13100033;6;0;0;0;0;0;2
19442964;9;22022;13100033;5;0;0;0;0;0;13
19442964;9;22461;13100033;4;0;0;0;0;0;25
19442964;9;22544;13100033;3;0;0;0;0;0;5
19442964;9;40343;13100033;8;0;0;0;0;0;11
19444606;-1;2155;40100031;2;0;0;0;0;0;5
19444606;-1;2179;40100031;1;0;0;0;0;0;2
19449419;11;8483;33100033;1;0;0;0;0;0;1
19450702;1;22065;11100033;2;0;0;0;0;0;7
19450702;1;22663;11100033;1;0;0;0;0;0;1
19455657;9;7328;13100033;2;0;0;0;0;0;10
19455657;9;22270;13100013;1;0;0;0;0;0;8
19455657;9;22397;13100031;3;0;0;0;0;0;31
19455949;1;530;11100033;1;0;0;0;0;0;93
19455949;1;31221;11100033;2;0;0;0;0;0;1
19458520;0;2115;50100031;1;0;0;0;0;0;4
19458520;0;15732;50100031;2;0;0;0;0;0;4
19459273;-1;1036;40100033;1;0;0;0;0;0;8
19459273;-1;40319;40100033;2;0;0;0;0;0;3
19468483;0;2114;50100011;1;0;0;0;0;0;4
19468483;0;15732;50100031;2;0;0;0;0;0;1
19468560;7;12604;71100033;2;0;0;0;0;0;11
19468560;7;12631;71100033;3;0;0;0;0;0;13
19468560;7;12688;71100031;1;0;0;0;0;0;2
19470616;9;8425;13100033;2;0;0;0;0;0;5
19470616;9;24329;13100023;1;0;0;0;0;0;18
19471399;9;2111;13100033;3;0;0;0;0;0;27
19471399;9;2123;13100033;4;0;0;0;0;0;115
19471399;9;2134;13100033;1;0;0;0;0;0;71
19471399;9;11265;13100033;2;0;0;0;0;0;42
19471399;9;15840;13100033;5;0;0;0;0;0;49
19473470;9;516;13100033;2;0;0;0;0;0;48
19473470;9;518;13100013;1;0;0;0;0;0;12
19473470;9;13446;13100013;3;1;1;0;0;0; 
19473778;9;8427;13100033;1;0;0;0;0;0;7
19473778;9;8429;13100033;2;0;0;0;0;0;32
19473778;9;8430;13100033;3;0;0;0;0;0;18
19478245;9;2164;13100031;1;0;0;0;0;0;44
19478245;9;15793;13100033;2;0;0;0;0;0;14
19480093;9;97;13100033;5;0;0;0;0;0;25
19480093;9;107;13100033;4;0;0;0;0;0;13
19480093;9;108;13100033;1;0;0;0;0;0;14
19480093;9;12683;13100031;2;0;0;0;0;0;1
19480093;9;12741;13100033;3;0;0;0;0;0;6
19483383;-1;8050;40100031;2;0;0;0;0;0;1
19483383;-1;12772;40100033;1;0;0;0;0;0;5
19483383;-1;22444;40100033;3;0;0;0;0;0;2
19483383;-1;40423;40100033;4;0;0;0;0;0;9
19485631;0;8444;50100031;2;0;0;0;0;0;12
19485631;0;8454;50100021;1;0;0;0;0;0;4
19485905;-1;8174;40100033;1;0;0;1;0;0;1
19485905;-1;8194;40100033;2;0;0;0;0;0;1
19493690;0;13474;50100033;1;0;0;0;0;0;8
19493690;0;13586;50100031;3;1;1;0;0;0; 
19493690;0;40144;50100031;2;0;0;0;0;0;9
19495899;-1;522;40100013;3;0;0;0;0;0;5
19495899;-1;13376;40100032;1;0;0;0;0;0;76
19495899;-1;13586;40100032;2;0;0;0;0;0;6
19502173;-1;7343;40100032;2;0;0;0;0;0;57
19502173;-1;16766;40100032;1;0;0;0;0;0;14
19502233;0;187;50100033;2;0;0;0;0;0;3
19502233;0;12623;50100033;1;0;0;1;0;0;1
19503359;1;198;11100033;2;0;0;0;0;0;4
19503359;1;12617;11100032;1;0;0;0;0;0;4
19505264;-1;2259;40100032;3;0;0;0;0;0;7
19505264;-1;15792;40100032;2;0;0;0;0;0;3
19505264;-1;15817;40100031;1;0;0;1;0;0;6
19508641;-1;8331;40100033;2;0;0;0;0;0;2
19508641;-1;22083;40100032;1;0;0;0;0;0;2
19511413;0;525;50100033;2;0;0;0;0;0;14
19511413;0;13587;50100033;1;0;0;0;0;0;12
19514553;9;2134;13100033;4;0;0;0;0;0;19
19514553;9;2163;13100031;3;0;0;0;0;0;17
19514553;9;2164;13100031;1;0;0;0;0;0;41
19514553;9;2173;13100033;2;0;0;0;0;0;36
19515313;0;2249;50100031;1;0;0;1;0;0;4
19515313;0;15792;50100031;2;0;0;0;0;0;5
19516723;-1;7337;40100033;1;0;0;0;0;0;13
19516723;-1;7339;40100033;3;0;0;0;0;0;9
19516723;-1;7343;40100032;2;0;0;0;0;0;3
19516723;-1;7352;40100033;4;0;0;0;0;0;7
19516723;-1;7404;40100033;5;0;0;0;0;0;1
19522303;-1;2227;40100031;2;0;0;0;1;0;1
19522303;-1;2232;40100032;1;0;0;0;0;0;1
19522303;-1;20460;40100031;3;0;0;0;0;0;2
19522806;0;620;50100031;2;0;0;0;0;0;7
19522806;0;40328;50100033;1;0;0;1;0;0;1
19526558;9;2283;13100033;2;0;0;0;0;0;49
19526558;9;15720;13100033;1;0;0;0;0;0;40
19527144;9;2283;13100033;2;0;0;0;0;0;4
19527144;9;2406;13100033;1;0;0;0;0;0;2
19531020;7;2123;71100033;5;1;1;0;0;0; 
19531020;7;2153;71100031;3;0;0;0;0;0;1
19531020;7;2162;71100031;1;0;0;0;0;0;2
19531020;7;2182;71100033;2;0;0;0;0;0;1
19531020;7;40038;71100033;4;0;0;0;0;0;1
19532466;9;2283;13100033;2;0;0;0;0;0;15
19532466;9;15720;13100033;1;0;0;0;0;0;6
19535585;0;7722;50100033;1;0;0;0;0;0;6
19535585;0;7724;50100031;2;0;0;0;0;0;7
19537881;9;2406;13100033;1;0;0;0;0;0;4
19539237;-1;7339;40100033;2;0;0;0;0;0;7
19539237;-1;11594;40100033;4;0;0;0;0;0;11
19539237;-1;22265;40100033;1;0;0;0;0;0;13
19539237;-1;22355;40100033;3;0;0;0;0;0;9
19542271;1;7832;11100031;1;0;0;1;0;0;1
19542271;1;22390;11100033;2;0;0;0;0;0;1
19545841;0;7334;50100031;3;1;1;0;0;0; 
19545841;0;7536;50100031;2;0;0;0;0;0;1
19545841;0;22358;50100031;1;0;0;0;0;0;4
19552033;-1;24313;40100032;1;0;0;0;0;0;32
19552033;-1;24334;40100031;2;0;0;0;0;0;5
19552359;0;123;50100031;6;0;0;0;0;0;6
19552359;0;126;50100033;1;0;0;0;0;0;2
19552359;0;12538;50100031;5;0;0;0;0;0;2
19552359;0;12678;50100031;4;0;0;0;0;0;11
19552359;0;12717;50100031;3;0;0;0;0;0;6
19552359;0;12757;50100032;7;0;0;0;0;0;4
19552359;0;40295;50100031;2;0;0;0;0;0;4
19562074;-1;12602;40100033;6;0;0;0;0;0;14
19562074;-1;12719;40100033;1;0;0;0;0;0;44
19562074;-1;40054;40100031;5;0;0;0;0;0;7
19562074;-1;40073;40100033;2;0;0;0;0;0;5
19562074;-1;40399;40100033;4;0;0;0;0;0;3
19562074;-1;40422;40100033;3;0;0;0;0;0;8
19564803;9;7328;13100033;1;0;0;0;0;0;45
19564803;9;7331;13100033;2;0;0;0;0;0;65
19564803;9;22270;13100013;3;0;0;0;0;0;14
19564803;9;22626;13100033;4;0;0;0;0;0;8
19564854;0;616;50100033;1;0;0;1;0;0;10
19564854;0;646;50100031;2;0;0;0;0;0;8
19565473;9;2134;13100033;2;0;0;0;0;0;3
19565473;9;2163;13100031;3;0;0;0;0;0;39
19565473;9;2163;13100032;4;0;0;0;0;0;2
19565473;9;2164;13100031;1;0;0;0;0;0;4
19565473;9;2173;13100033;6;0;0;0;0;0;4
19565473;9;11265;13100033;5;0;0;0;0;0;85
19566211;9;2635;13100033;1;0;0;0;0;0;9
19566211;9;2701;13100031;2;0;0;0;0;0;1
19568511;0;2518;50100033;1;0;1;0;0;1;2
19568511;0;2520;50100033;2;0;0;0;0;0;1
19570746;1;2112;11100032;1;0;0;0;0;1;22
19570746;1;2162;11100032;2;0;0;0;0;0;13
19571369;0;711;50100033;2;0;0;0;0;0;14
19571369;0;714;50100033;1;0;0;0;0;0;23
19572261;1;2292;11100033;1;0;0;0;0;0;2
19572261;1;15614;11100032;2;0;0;0;0;0;12
19582600;9;646;13100033;3;0;0;0;0;0;29
19582600;9;13553;13100033;1;0;0;0;0;0;11
19582600;9;40064;13100033;2;0;0;0;0;0;8
19585374;1;130;11100032;2;0;0;0;0;0;71
19585374;1;12515;11100031;1;0;0;0;0;0;74
19585374;1;40043;11100032;3;0;0;0;0;0;19
19592298;-1;12691;40100032;1;0;0;0;0;0;13
19592298;-1;12704;40100032;2;0;0;0;0;0;4
19593250;-1;12518;40100032;1;0;0;0;0;0;3
19593250;-1;12621;40100032;4;0;0;0;0;0;4
19593250;-1;12717;40100032;3;0;0;0;0;0;5
19593250;-1;12762;40100031;2;0;0;0;0;0;4
19594903;-1;12519;40100032;3;0;0;0;0;0;10
19594903;-1;12594;40100032;4;0;0;0;0;0;3
19594903;-1;12621;40100032;2;0;0;0;0;0;2
19594903;-1;12757;40100032;1;0;0;1;0;0;31
19600254;9;8206;13100033;2;0;0;0;0;0;21
19600254;9;12192;13100033;1;0;0;0;0;0;35
19600254;9;40455;13100033;3;0;0;0;0;0;2
19601614;1;8435;11100033;2;0;0;0;0;0;5
19601614;1;8441;11100033;1;0;0;0;0;0;3
19609236;7;711;71100033;3;1;1;0;0;0; 
19609236;7;13590;71100033;2;0;0;0;0;0;5
19609236;7;40126;71100033;1;0;0;0;0;0;1
19609374;1;7332;11100033;2;0;0;0;0;0;2
19609374;1;7341;11100033;1;0;0;0;0;0;2
19612204;0;13463;50100031;1;0;0;1;0;0;2
19612204;0;13475;50100031;2;0;0;0;0;0;7
19612853;-1;2654;40100033;2;0;0;0;0;0;3
19612853;-1;2656;40100031;1;0;0;0;0;0;4
19612853;-1;11261;40100031;3;0;0;0;0;0;2
19613646;-1;13457;40100032;2;0;0;0;0;0;47
19613646;-1;13551;40100032;1;0;0;0;0;0;27
19614548;-1;11548;40100031;2;0;0;0;0;0;8
19614548;-1;22493;40100031;1;0;0;0;0;0;7
19616647;-1;2461;40100032;3;0;0;0;0;0;6
19616647;-1;15593;40100031;1;0;0;0;0;0;4
19616647;-1;15593;40100032;2;0;0;0;0;0;11
19616647;-1;15811;40100031;4;0;0;0;0;0;18
19616882;1;2636;11100033;1;0;0;0;0;1;1
19616882;1;2654;11100033;2;0;0;0;1;0;2
19616882;1;11261;11100033;3;0;0;0;0;0;7
19616882;1;15522;11100032;4;0;0;0;0;0;2
19621385;1;2559;11100033;3;0;0;1;0;0;8
19621385;1;2562;11100031;2;0;0;0;0;0;1
19621385;1;15501;11100032;1;0;0;0;0;0;34
19625960;-1;534;40100033;2;0;0;0;0;0;3
19625960;-1;566;40100033;5;0;0;0;0;0;7
19625960;-1;13376;40100032;1;0;0;0;0;0;73
19625960;-1;13586;40100032;4;0;0;0;0;0;42
19625960;-1;40144;40100031;3;0;0;0;0;0;6
19627115;0;13504;50100033;2;0;0;0;0;0;2
19627115;0;40298;50100032;1;0;0;0;0;0;28
19633831;1;8441;11100033;3;0;0;0;0;0;6
19633831;1;8444;11100031;2;0;0;0;0;0;24
19633831;1;24311;11100032;1;0;0;0;0;0;4
19639242;-1;7634;40100033;2;0;0;0;0;0;2
19639242;-1;7639;40100032;1;0;0;0;0;0;37
19639242;-1;22009;40100032;3;0;0;0;0;0;9
19639242;-1;22009;40100033;4;0;0;0;0;0;21
19643963;1;8433;11100033;2;0;0;0;0;0;3
19643963;1;8436;11100033;3;0;0;0;0;0;6
19643963;1;8444;11100031;1;0;0;0;0;0;6
19646073;0;2714;50100031;1;0;0;0;0;1;1
19646073;0;2725;50100031;2;0;0;0;0;0;1
19654742;0;613;50100032;2;0;0;0;0;0;4
19654742;0;646;50100032;1;0;0;0;0;0;3
19654742;0;13621;50100031;3;0;0;1;0;0;11
19655985;-1;535;40100033;2;0;0;0;0;0;48
19655985;-1;11144;40100032;1;0;0;0;0;0;3
19655985;-1;40298;40100031;3;0;0;0;0;0;19
19655985;-1;40298;40100032;4;0;0;0;0;0;15
19658882;9;8411;13100033;2;0;0;1;0;0;2
19658882;9;24300;13100033;1;0;0;0;0;0;5
19660188;1;22367;11100033;1;0;0;0;0;0;1
19662530;4;8415;41100033;3;1;1;0;0;0; 
19662530;4;8417;41100033;2;0;0;0;0;0;2
19662530;4;8421;41100033;1;0;0;0;0;0;6
19662924;7;2129;71100031;2;0;0;0;0;0;18
19662924;7;2286;71100033;1;0;1;0;0;1;3
19664210;-1;2562;40100032;1;0;0;1;0;0;1
19664330;-1;12704;40100032;1;0;0;0;0;0;34
19664330;-1;12757;40100032;2;0;0;0;0;0;19
19664330;-1;40416;40100032;3;0;0;0;0;0;23
19673757;-1;2428;40100031;1;0;0;0;0;0;4
19673757;-1;40371;40100032;2;0;0;0;0;0;1
19676746;7;13330;71100031;1;0;0;0;0;0;2
19676746;7;31194;71100031;2;0;0;0;0;0;4
19680172;0;2224;50100031;2;0;0;0;0;0;3
19680172;0;2228;50100031;1;0;0;0;0;0;2
19683445;0;13341;50100033;2;0;0;0;0;0;3
19683445;0;40153;50100032;1;0;0;0;0;0;2
19684286;-1;13376;40100032;3;0;0;0;0;0;83
19684286;-1;40144;40100031;1;0;0;0;0;0;8
19684286;-1;40144;40100032;2;0;0;0;0;0;6
19685100;9;967;13100033;1;0;0;1;0;0;2
19685100;9;968;13100033;2;0;0;0;0;0;19
19685100;9;988;13100033;3;0;0;0;0;0;10
19685798;9;11155;13100033;1;0;0;0;0;0;7
19685798;9;13344;13100033;3;0;0;0;0;0;8
19685798;9;13582;13100033;2;0;0;0;0;0;15
19689598;1;7337;11100033;4;0;0;0;0;0;4
19689598;1;11594;11100033;1;0;0;0;0;0;7
19689598;1;22230;11100031;3;0;0;0;0;0;5
19689598;1;22436;11100033;5;1;1;0;0;0; 
19689598;1;40288;11100033;2;0;0;0;0;0;1
19691309;7;2109;71100011;2;0;0;0;0;0;7
19691309;7;2114;71100013;1;0;0;0;0;1;3
19694925;9;2163;13100031;2;0;0;0;0;0;50
19694925;9;2164;13100031;3;0;0;0;0;0;65
19694925;9;2233;13100031;1;0;0;0;0;0;8
19694925;9;11265;13100033;4;0;0;0;0;0;92
19698727;0;708;50100033;3;0;0;0;0;0;19
19698727;0;710;50100033;2;0;0;0;0;0;15
19698727;0;13532;50100031;1;0;0;0;0;0;19
19706093;-1;2467;40100032;1;0;0;1;0;0;4
19707215;1;7722;11100033;1;0;0;0;0;0;9
19707215;1;7724;11100033;2;0;0;0;0;0;15
19711059;9;12192;13100033;1;0;0;0;0;0;20
19711059;9;22155;13100033;3;0;0;0;0;0;9
19711059;9;40455;13100033;2;0;0;0;0;0;10
19711182;0;7334;50100032;1;0;0;0;0;0;9
19711182;0;7405;50100031;4;0;0;0;0;0;6
19711182;0;22255;50100031;2;0;0;0;0;0;12
19711182;0;40288;50100032;3;0;0;0;0;0;5
19713816;-1;2160;40100031;5;0;0;0;0;0;1
19713816;-1;2164;40100031;2;0;0;0;0;0;7
19713816;-1;2173;40100032;6;0;0;0;0;0;1
19713816;-1;15595;40100032;3;0;0;0;0;0;2
19713816;-1;15605;40100032;1;0;0;0;0;0;3
19713816;-1;15650;40100032;4;0;0;0;0;0;2
19713816;-1;15662;40100032;7;0;0;0;0;0;3
19716079;9;13504;13100033;2;0;0;0;0;0;8
19716079;9;40064;13100033;1;0;0;0;0;0;11
19717429;-1;22366;40100033;2;0;0;0;0;0;6
19717429;-1;22419;40100033;1;0;0;0;0;0;6
19718194;0;13587;50100033;1;0;0;0;0;0;25
19718194;0;40144;50100031;2;0;0;0;0;1;14
19718833;9;8425;13100033;1;0;0;0;0;0;20
19718833;9;8429;13100033;2;0;0;0;0;0;1
19718833;9;24316;13100033;3;0;0;0;0;0;23
19719882;0;13539;50100031;1;0;0;0;0;0;7
19719882;0;13593;50100033;3;1;1;0;0;0; 
19719882;0;31218;50100032;2;0;0;0;0;0;1
19720822;1;535;11100033;1;0;0;0;0;0;7
19720822;1;40298;11100031;2;0;0;0;0;0;5
19720822;1;40298;11100032;3;0;0;0;0;0;39
19722096;-1;7631;40100032;3;0;0;0;0;0;24
19722096;-1;7637;40100031;4;0;0;0;0;0;1
19722096;-1;7639;40100032;5;0;0;0;0;0;11
19722096;-1;22009;40100032;1;0;0;0;0;0;7
19722096;-1;22009;40100033;2;0;0;0;0;0;3
19722096;-1;40351;40100032;6;0;0;0;0;0;14
19723371;9;11265;13100033;2;0;0;0;0;0;50
19723371;9;40025;13100033;1;0;0;0;0;0;3
19732317;9;2123;13100033;3;0;0;0;0;0;40
19732317;9;2134;13100033;2;0;0;0;0;0;41
19732317;9;11265;13100033;1;0;0;0;0;1;49
19732317;9;15646;13100033;5;0;0;0;0;0;41
19732317;9;15750;13100033;4;0;0;0;0;0;17
19732683;-1;117;40100031;2;0;0;0;0;0;22
19732683;-1;12621;40100031;1;0;0;0;0;0;7
19732683;-1;40416;40100032;3;0;0;0;0;0;13
19734129;4;8438;41100033;1;0;0;0;0;1;10
19734129;4;8444;41100033;2;0;0;0;0;0;6
